Company Name,Industry,Symbol,Series,ISIN Code,ID
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,BE,INE672A01018,1621
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR,EQ,IN9155A01020,16965
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022,3456
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,3426
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,3499
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,20293
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,8954
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,13538
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012,21131
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,399
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,2043
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,3475
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,14198
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020,15414
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,3506
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,3518
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,13786
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,1964
Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022,9685
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,EQ,INE256C01024,13081
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,25584
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,312
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,11223
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023,14154
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,11287
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,527
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB,EQ,INE551W01018,15228
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,11532
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,10753
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,16713
Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035,8840
V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027,15362
V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027,3703
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL,EQ,INE884A01027,11364
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,2073
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035,3857
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01021,18921
Vedant Fashions Ltd.,Consumer Services,MANYAVAR,EQ,INE825V01034,8167
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,3063
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,5585
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,14366
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,3718
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,11821
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031,11253
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020,11580
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013,18011
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,3787
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,11915
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,16915
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028,3812
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027,1076
Zomato Ltd.,Consumer Services,ZOMATO,EQ,INE758T01015,5097
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,7929
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,15179
